Key,Frequently,Ranking
12-112597,1,622696
12-112596,1,622697
12-112595,1,622698
12-112593,1,622699
12-112592,1,622700
12-112591,1,622701
12-112590,1,622702
12-112589,1,622703
12-112587,1,622704
12-112586,1,622705
12-112585,1,622706
12-112584,1,622707
12-112583,1,622708
12-112582,1,622709
12-112581,1,622710
12-112580,1,622711
12-112579,1,622712
12-112578,1,622713
12-112577,1,622714
12-112541,1,622715
12-112539,1,622716
12-112470,1,622717
12-112486,1,622718
12-112500,1,622719
12-112499,1,622720
12-112498,1,622721
12-112497,1,622722
12-112496,1,622723
12-112495,1,622724
12-112494,1,622725
12-112493,1,622726
12-112492,1,622727
12-112491,1,622728
12-112490,1,622729
12-112489,1,622730
12-112488,1,622731
12-112487,1,622732
12-112485,1,622733
12-112538,1,622734
12-112484,1,622735
12-112483,1,622736
12-112482,1,622737
12-112481,1,622738
12-112480,1,622739
12-112479,1,622740
12-112478,1,622741
12-112477,1,622742
12-112476,1,622743
12-112475,1,622744
12-112474,1,622745
12-112473,1,622746
12-112472,1,622747
12-112471,1,622748
12-112501,1,622749
12-112502,1,622750
12-112503,1,622751
12-112504,1,622752
12-112536,1,622753
12-112535,1,622754
12-112534,1,622755
12-112533,1,622756
12-112532,1,622757
12-112531,1,622758
12-112530,1,622759
12-112528,1,622760
12-112527,1,622761
12-112526,1,622762
12-112525,1,622763
12-112524,1,622764
12-112523,1,622765
12-112522,1,622766
12-112521,1,622767
12-112520,1,622768
12-112519,1,622769
12-112517,1,622770
12-112515,1,622771
12-112514,1,622772
12-112513,1,622773
12-112512,1,622774
12-112511,1,622775
12-112510,1,622776
12-112509,1,622777
12-112508,1,622778
12-112507,1,622779
12-112506,1,622780
12-112505,1,622781
12-112889,1,622782
12-112891,1,622783
12-112325,1,622784
12-113254,1,622785
12-113268,1,622786
12-113267,1,622787
12-113266,1,622788
12-113265,1,622789
12-113264,1,622790
12-113263,1,622791
12-113262,1,622792
12-113261,1,622793
12-113260,1,622794
12-113259,1,622795
12-113258,1,622796
12-113257,1,622797
12-113256,1,622798
12-113255,1,622799
12-113253,1,622800
12-113236,1,622801
12-113252,1,622802
12-113251,1,622803
12-113250,1,622804
12-113249,1,622805
12-113248,1,622806
12-113247,1,622807
12-113246,1,622808
12-113245,1,622809
12-113244,1,622810
12-113242,1,622811
12-113241,1,622812
12-113240,1,622813
12-113239,1,622814
12-113238,1,622815
12-113269,1,622816
12-113270,1,622817
12-113271,1,622818
12-113272,1,622819
12-113301,1,622820
12-113300,1,622821
12-113299,1,622822
12-113298,1,622823
12-113297,1,622824
12-113296,1,622825
12-113295,1,622826
12-113294,1,622827
12-113293,1,622828
12-113292,1,622829
12-113291,1,622830
12-113290,1,622831
12-113289,1,622832
12-113288,1,622833
12-113287,1,622834
12-113286,1,622835
12-113285,1,622836
12-113284,1,622837
12-113283,1,622838
12-113282,1,622839
12-113281,1,622840
12-113280,1,622841
12-113279,1,622842
12-113278,1,622843
12-113277,1,622844
12-113276,1,622845
12-113275,1,622846
12-113274,1,622847
12-113273,1,622848
12-113237,1,622849
12-113235,1,622850
12-113303,1,622851
12-113182,1,622852
12-113197,1,622853
12-113196,1,622854
12-113194,1,622855
12-113193,1,622856
12-113192,1,622857
12-113191,1,622858
12-113190,1,622859
12-113189,1,622860
12-113188,1,622861
12-113187,1,622862
12-113186,1,622863
12-113185,1,622864
12-113184,1,622865
12-113183,1,622866
12-113181,1,622867
12-113234,1,622868
12-113180,1,622869
12-113179,1,622870
12-113178,1,622871
12-113177,1,622872
12-113176,1,622873
12-113175,1,622874
12-113174,1,622875
12-113173,1,622876
12-113171,1,622877
12-113170,1,622878
12-113169,1,622879
12-113168,1,622880
12-113167,1,622881
12-113166,1,622882
12-113198,1,622883
12-113199,1,622884
12-113200,1,622885
12-113201,1,622886
12-113233,1,622887
12-113232,1,622888
12-113231,1,622889
12-113229,1,622890
12-113228,1,622891
12-113227,1,622892
12-113225,1,622893
12-113224,1,622894
12-113223,1,622895
12-113222,1,622896
12-113221,1,622897
12-113220,1,622898
12-113219,1,622899
12-113218,1,622900
12-113217,1,622901
12-113215,1,622902
12-113214,1,622903
12-113213,1,622904
12-113212,1,622905
12-113211,1,622906
12-113210,1,622907
12-113209,1,622908
12-113208,1,622909
12-113207,1,622910
12-113206,1,622911
12-113205,1,622912
12-113204,1,622913
12-113203,1,622914
12-113202,1,622915
12-113302,1,622916
12-113304,1,622917
12-113164,1,622918
12-113389,1,622919
12-113403,1,622920
12-113402,1,622921
12-113401,1,622922
12-113400,1,622923
12-113399,1,622924
12-113398,1,622925
12-113397,1,622926
12-113396,1,622927
12-113395,1,622928
12-113394,1,622929
12-113393,1,622930
12-113392,1,622931
12-113391,1,622932
12-113390,1,622933
12-113388,1,622934
12-113372,1,622935
12-113387,1,622936
12-113386,1,622937
12-113385,1,622938
12-113384,1,622939
12-113383,1,622940
12-113382,1,622941
12-113381,1,622942
12-113380,1,622943
12-113379,1,622944
12-113378,1,622945
12-113377,1,622946
12-113376,1,622947
12-113375,1,622948
12-113374,1,622949
12-113404,1,622950
12-113405,1,622951
12-113406,1,622952
12-113407,1,622953
12-113437,1,622954
12-113436,1,622955
12-113435,1,622956
12-113434,1,622957
12-113433,1,622958
12-113432,1,622959
12-113431,1,622960
12-113430,1,622961
12-113429,1,622962
12-113428,1,622963
12-113427,1,622964
12-113426,1,622965
12-113425,1,622966
12-113424,1,622967
12-113423,1,622968
12-113422,1,622969
12-113421,1,622970
12-113420,1,622971
12-113419,1,622972
12-113418,1,622973
12-113417,1,622974
12-113416,1,622975
12-113415,1,622976
12-113414,1,622977
12-113412,1,622978
12-113411,1,622979
12-113410,1,622980
12-113409,1,622981
12-113408,1,622982
12-113373,1,622983
12-113371,1,622984
12-113305,1,622985
12-113321,1,622986
12-113335,1,622987
12-113334,1,622988
12-113333,1,622989
12-113332,1,622990
12-113331,1,622991
12-113330,1,622992
12-113329,1,622993
12-113328,1,622994
12-113327,1,622995
12-113326,1,622996
12-113325,1,622997
12-113324,1,622998
12-113323,1,622999
12-113322,1,623000
12-113320,1,623001
12-113370,1,623002
12-113319,1,623003
12-113318,1,623004
12-113317,1,623005
12-113316,1,623006
12-113315,1,623007
12-113314,1,623008
12-113313,1,623009
12-113312,1,623010
12-113311,1,623011
12-113310,1,623012
12-113309,1,623013
12-113308,1,623014
12-113307,1,623015
12-113306,1,623016
12-113336,1,623017
12-113337,1,623018
12-113339,1,623019
12-113340,1,623020
12-113369,1,623021
12-113368,1,623022
12-113367,1,623023
12-113366,1,623024
12-113365,1,623025
12-113364,1,623026
12-113363,1,623027
12-113362,1,623028
12-113361,1,623029
12-113360,1,623030
12-113359,1,623031
12-113358,1,623032
12-113357,1,623033
12-113356,1,623034
12-113355,1,623035
12-113354,1,623036
12-113353,1,623037
12-113352,1,623038
12-113351,1,623039
12-113350,1,623040
12-113349,1,623041
12-113348,1,623042
12-113347,1,623043
12-113346,1,623044
12-113345,1,623045
12-113344,1,623046
12-113343,1,623047
12-113342,1,623048
12-113341,1,623049
12-113165,1,623050
12-113163,1,623051
12-112892,1,623052
12-112976,1,623053
12-112991,1,623054
12-112990,1,623055
12-112989,1,623056
12-112988,1,623057
12-112987,1,623058
12-112986,1,623059
12-112985,1,623060
12-112984,1,623061
12-112983,1,623062
12-112982,1,623063
12-112981,1,623064
12-112980,1,623065
12-112979,1,623066
12-112977,1,623067
12-112975,1,623068
12-112959,1,623069
12-112974,1,623070
12-112973,1,623071
12-112972,1,623072
12-112971,1,623073
12-112970,1,623074
12-112969,1,623075
12-112968,1,623076
12-112967,1,623077
12-112966,1,623078
12-112965,1,623079
12-112964,1,623080
12-112963,1,623081
12-112962,1,623082
12-112961,1,623083
12-112992,1,623084
12-112993,1,623085
12-112994,1,623086
12-112995,1,623087
12-113026,1,623088
12-113025,1,623089
12-113024,1,623090
12-113023,1,623091
12-113022,1,623092
12-113021,1,623093
12-113020,1,623094
12-113019,1,623095
12-113018,1,623096
12-113017,1,623097
12-113016,1,623098
12-113015,1,623099
12-113014,1,623100
12-113013,1,623101
12-113012,1,623102
12-113011,1,623103
12-113010,1,623104
12-113009,1,623105
12-113008,1,623106
12-113007,1,623107
12-113006,1,623108
12-113005,1,623109
12-113002,1,623110
12-113001,1,623111
12-113000,1,623112
12-112999,1,623113
12-112998,1,623114
12-112997,1,623115
12-112996,1,623116
12-112960,1,623117
12-112958,1,623118
12-113028,1,623119
12-112908,1,623120
12-112923,1,623121
12-112922,1,623122
12-112921,1,623123
12-112920,1,623124
12-112919,1,623125
12-112918,1,623126
12-112917,1,623127
12-112916,1,623128
12-112915,1,623129
12-112914,1,623130
12-112913,1,623131
12-112912,1,623132
12-112911,1,623133
12-112910,1,623134
12-112907,1,623135
12-112957,1,623136
12-112906,1,623137
12-112905,1,623138
12-112904,1,623139
12-112903,1,623140
12-112902,1,623141
12-112901,1,623142
12-112900,1,623143
12-112899,1,623144
12-112898,1,623145
12-112897,1,623146
12-112896,1,623147
12-112895,1,623148
12-112894,1,623149
12-112893,1,623150
12-112924,1,623151
12-112925,1,623152
12-112926,1,623153
12-112927,1,623154
12-112956,1,623155
12-112955,1,623156
12-112954,1,623157
12-112953,1,623158
12-112952,1,623159
12-112951,1,623160
12-112950,1,623161
12-112949,1,623162
12-112948,1,623163
12-112947,1,623164
12-112946,1,623165
12-112945,1,623166
12-112944,1,623167
12-112943,1,623168
12-112942,1,623169
12-112941,1,623170
12-112940,1,623171
12-112939,1,623172
12-112938,1,623173
12-112937,1,623174
12-112936,1,623175
12-112935,1,623176
12-112934,1,623177
12-112933,1,623178
12-112932,1,623179
12-112931,1,623180
12-112930,1,623181
12-112929,1,623182
12-112928,1,623183
12-113027,1,623184
12-113029,1,623185
12-113162,1,623186
12-113113,1,623187
12-113127,1,623188
12-113126,1,623189
12-113125,1,623190
12-113124,1,623191
12-113123,1,623192
12-113122,1,623193
12-113121,1,623194
12-113120,1,623195
12-113119,1,623196
12-113118,1,623197
12-113117,1,623198
12-113116,1,623199
12-113115,1,623200
12-113114,1,623201
12-113112,1,623202
12-113096,1,623203
12-113111,1,623204
12-113110,1,623205
12-113109,1,623206
12-113108,1,623207
12-113107,1,623208
12-113106,1,623209
12-113105,1,623210
12-113104,1,623211
12-113103,1,623212
12-113102,1,623213
12-113101,1,623214
12-113100,1,623215
12-113099,1,623216
12-113098,1,623217
12-113128,1,623218
12-113129,1,623219
12-113130,1,623220
12-113131,1,623221
12-113161,1,623222
12-113160,1,623223
12-113159,1,623224
12-113158,1,623225
12-113156,1,623226
12-113155,1,623227
12-113154,1,623228
12-113153,1,623229
12-113152,1,623230
12-113151,1,623231
12-113150,1,623232
12-113149,1,623233
12-113148,1,623234
12-113147,1,623235
12-113146,1,623236
12-113145,1,623237
12-113144,1,623238
12-113143,1,623239
12-113142,1,623240
12-113141,1,623241
12-113140,1,623242
12-113139,1,623243
12-113138,1,623244
12-113137,1,623245
12-113136,1,623246
12-113135,1,623247
12-113134,1,623248
12-113133,1,623249
12-113132,1,623250
12-113097,1,623251
12-113095,1,623252
12-113030,1,623253
12-113046,1,623254
12-113060,1,623255
12-113059,1,623256
12-113058,1,623257
12-113057,1,623258
12-113056,1,623259
12-113055,1,623260
12-113054,1,623261
12-113053,1,623262
12-113052,1,623263
12-113051,1,623264
12-113050,1,623265
12-113049,1,623266
12-113048,1,623267
12-113047,1,623268
12-113045,1,623269
12-113094,1,623270
12-113044,1,623271
12-113043,1,623272
12-113042,1,623273
12-113041,1,623274
12-113040,1,623275
12-113039,1,623276
12-113038,1,623277
12-113037,1,623278
12-113036,1,623279
12-113035,1,623280
12-113034,1,623281
12-113033,1,623282
12-113032,1,623283
12-113031,1,623284
12-113061,1,623285
12-113062,1,623286
12-113063,1,623287
12-113064,1,623288
12-113093,1,623289
12-113092,1,623290
12-113091,1,623291
12-113090,1,623292
12-113089,1,623293
12-113088,1,623294
12-113087,1,623295
12-113086,1,623296
12-113085,1,623297
12-113084,1,623298
12-113083,1,623299
12-113082,1,623300
12-113081,1,623301
12-113080,1,623302
12-113079,1,623303
12-113078,1,623304
12-113077,1,623305
12-113076,1,623306
12-113075,1,623307
12-113074,1,623308
12-113073,1,623309
12-113072,1,623310
12-113071,1,623311
12-113070,1,623312
12-113069,1,623313
12-113068,1,623314
12-113067,1,623315
12-113066,1,623316
12-113065,1,623317
12-112327,1,623318
12-112324,1,623319
12-106682,1,623320
12-111577,1,623321
12-111592,1,623322
12-111591,1,623323
12-111590,1,623324
12-111589,1,623325
12-111588,1,623326
12-111587,1,623327
12-111586,1,623328
12-111585,1,623329
12-111583,1,623330
12-111582,1,623331
12-111581,1,623332
12-111580,1,623333
12-111579,1,623334
12-111578,1,623335
12-111576,1,623336
12-111559,1,623337
12-111575,1,623338
12-111574,1,623339
12-111573,1,623340
12-111572,1,623341
12-111571,1,623342
12-111570,1,623343
12-111569,1,623344
12-111568,1,623345
12-111567,1,623346
12-111565,1,623347
12-111564,1,623348
12-111563,1,623349
12-111562,1,623350
12-111561,1,623351
12-111593,1,623352
12-111594,1,623353
12-111595,1,623354
12-111596,1,623355
12-111626,1,623356
12-111625,1,623357
12-111624,1,623358
12-111623,1,623359
12-111622,1,623360
12-111621,1,623361
12-111620,1,623362
12-111619,1,623363
12-111618,1,623364
12-111617,1,623365
12-111616,1,623366
12-111615,1,623367
12-111614,1,623368
12-111613,1,623369
12-111612,1,623370
12-111611,1,623371
12-111610,1,623372
12-111609,1,623373
12-111608,1,623374
12-111606,1,623375
12-111605,1,623376
12-111604,1,623377
12-111603,1,623378
12-111602,1,623379
12-111601,1,623380
12-111600,1,623381
12-111599,1,623382
12-111598,1,623383
12-111597,1,623384
12-111560,1,623385
12-111558,1,623386
12-111628,1,623387
12-111508,1,623388
12-111523,1,623389
12-111522,1,623390
12-111521,1,623391
12-111520,1,623392
12-111519,1,623393
12-111518,1,623394
12-111517,1,623395
12-111516,1,623396
12-111515,1,623397
12-111513,1,623398
12-111512,1,623399
12-111511,1,623400
12-111510,1,623401
12-111509,1,623402
12-111507,1,623403
12-111557,1,623404
12-111506,1,623405
12-111505,1,623406
12-111504,1,623407
12-111503,1,623408
12-111502,1,623409
12-111500,1,623410
12-111499,1,623411
12-111498,1,623412
12-111497,1,623413
12-111496,1,623414
12-111495,1,623415
12-111494,1,623416
12-111493,1,623417
12-111492,1,623418
12-111524,1,623419
12-111525,1,623420
12-111526,1,623421
12-111527,1,623422
12-111556,1,623423
12-111555,1,623424
12-111554,1,623425
12-111553,1,623426
12-111552,1,623427
12-111551,1,623428
12-111550,1,623429
12-111549,1,623430
12-111548,1,623431
12-111547,1,623432
12-111546,1,623433
12-111545,1,623434
12-111544,1,623435
12-111543,1,623436
12-111542,1,623437
12-111541,1,623438
12-111540,1,623439
12-111539,1,623440
12-111538,1,623441
12-111537,1,623442
12-111536,1,623443
12-111535,1,623444
12-111534,1,623445
12-111533,1,623446
12-111532,1,623447
12-111531,1,623448
12-111530,1,623449
12-111529,1,623450
12-111528,1,623451
12-111627,1,623452
12-111629,1,623453
12-111490,1,623454
12-111716,1,623455
12-111730,1,623456
12-111729,1,623457
12-111728,1,623458
12-111727,1,623459
12-111726,1,623460
12-111725,1,623461
12-111724,1,623462
12-111723,1,623463
12-111722,1,623464
12-111721,1,623465
12-111720,1,623466
12-111719,1,623467
12-111718,1,623468
12-111717,1,623469
12-111715,1,623470
12-111699,1,623471
12-111714,1,623472
12-111713,1,623473
12-111712,1,623474
12-111711,1,623475
12-111710,1,623476
12-111709,1,623477
12-111708,1,623478
12-111707,1,623479
12-111706,1,623480
12-111705,1,623481
12-111704,1,623482
12-111703,1,623483
12-111702,1,623484
12-111701,1,623485
12-111731,1,623486
12-111732,1,623487
12-111733,1,623488
12-111734,1,623489
12-111763,1,623490
12-111762,1,623491
12-111761,1,623492
12-111760,1,623493
12-111759,1,623494
12-111758,1,623495
12-111757,1,623496
12-111756,1,623497
12-111755,1,623498
12-111754,1,623499
12-111753,1,623500
12-111752,1,623501
12-111751,1,623502
12-111750,1,623503
12-111749,1,623504
12-111748,1,623505
12-111747,1,623506
12-111746,1,623507
12-111745,1,623508
12-111744,1,623509
12-111743,1,623510
12-111742,1,623511
12-111741,1,623512
12-111740,1,623513
12-111739,1,623514
12-111738,1,623515
12-111737,1,623516
12-111736,1,623517
12-111735,1,623518
12-111700,1,623519
12-111698,1,623520
12-111630,1,623521
12-111646,1,623522
12-111660,1,623523
12-111659,1,623524
12-111658,1,623525
12-111657,1,623526
12-111656,1,623527
12-111655,1,623528
12-111654,1,623529
12-111653,1,623530
12-111652,1,623531
12-111651,1,623532
12-111650,1,623533
12-111649,1,623534
12-111648,1,623535
12-111647,1,623536
12-111645,1,623537
12-111697,1,623538
12-111644,1,623539
12-111643,1,623540
12-111642,1,623541
12-111641,1,623542
12-111640,1,623543
12-111639,1,623544
12-111638,1,623545
12-111637,1,623546
12-111636,1,623547
12-111635,1,623548
12-111634,1,623549
12-111633,1,623550
12-111632,1,623551
12-111631,1,623552
12-111661,1,623553
12-111662,1,623554
12-111663,1,623555
12-111664,1,623556
12-111696,1,623557
12-111695,1,623558
12-111694,1,623559
12-111693,1,623560
12-111692,1,623561
12-111690,1,623562
12-111689,1,623563
12-111688,1,623564
12-111687,1,623565
12-111686,1,623566
12-111685,1,623567
12-111684,1,623568
12-111683,1,623569
12-111681,1,623570
12-111680,1,623571
12-111678,1,623572
12-111677,1,623573
12-111676,1,623574
12-111675,1,623575
12-111674,1,623576
12-111673,1,623577
12-111672,1,623578
12-111671,1,623579
12-111670,1,623580
12-111669,1,623581
12-111668,1,623582
12-111667,1,623583
12-111666,1,623584
12-111665,1,623585
12-111491,1,623586
12-111489,1,623587
12-111765,1,623588
12-111294,1,623589
12-111309,1,623590
12-111308,1,623591
12-111307,1,623592
12-111306,1,623593
12-111305,1,623594
12-111304,1,623595
12-111303,1,623596
12-111302,1,623597
12-111301,1,623598
12-111299,1,623599
12-111298,1,623600
12-111297,1,623601
12-111296,1,623602
12-111295,1,623603
12-111293,1,623604
12-111276,1,623605
12-111292,1,623606
12-111291,1,623607
12-111290,1,623608
12-111289,1,623609
12-111287,1,623610
12-111286,1,623611
12-111285,1,623612
12-111284,1,623613
12-111283,1,623614
12-111282,1,623615
12-111281,1,623616
12-111280,1,623617
12-111279,1,623618
12-111278,1,623619
12-111310,1,623620
12-111311,1,623621
12-111312,1,623622
12-111313,1,623623
12-111343,1,623624
12-111342,1,623625
12-111341,1,623626
12-111340,1,623627
12-111339,1,623628
12-111338,1,623629
12-111337,1,623630
12-111336,1,623631
12-111335,1,623632
12-111334,1,623633
12-111333,1,623634
12-111332,1,623635
12-111331,1,623636
12-111330,1,623637
12-111329,1,623638
12-111328,1,623639
12-111327,1,623640
12-111326,1,623641
12-111325,1,623642
12-111324,1,623643
12-111323,1,623644
12-111321,1,623645
12-111320,1,623646
12-111319,1,623647
12-111318,1,623648
12-111317,1,623649
12-111316,1,623650
12-111315,1,623651
12-111314,1,623652
12-111277,1,623653
12-111275,1,623654
12-111345,1,623655
12-111223,1,623656
12-111237,1,623657
12-111236,1,623658
12-111235,1,623659
12-111234,1,623660
12-111233,1,623661
12-111232,1,623662
12-111231,1,623663
12-111230,1,623664
12-111229,1,623665
12-111228,1,623666
12-111227,1,623667
12-111226,1,623668
12-111225,1,623669
12-111224,1,623670
12-111221,1,623671
12-111274,1,623672
12-111220,1,623673
12-111219,1,623674
12-111218,1,623675
12-111217,1,623676
12-111216,1,623677
12-111215,1,623678
12-111214,1,623679
12-111213,1,623680
12-111212,1,623681
12-111211,1,623682
12-111210,1,623683
12-111209,1,623684
12-111208,1,623685
12-111207,1,623686
12-111238,1,623687
12-111240,1,623688
12-111241,1,623689
12-111243,1,623690
12-111273,1,623691
12-111272,1,623692
12-111270,1,623693
12-111269,1,623694
12-111268,1,623695
12-111267,1,623696
12-111266,1,623697
12-111265,1,623698
12-111264,1,623699
12-111263,1,623700
12-111262,1,623701
12-111261,1,623702
12-111260,1,623703
12-111259,1,623704
12-111258,1,623705
12-111257,1,623706
12-111256,1,623707
12-111255,1,623708
12-111254,1,623709
12-111253,1,623710
12-111252,1,623711
12-111251,1,623712
12-111250,1,623713
12-111249,1,623714
12-111248,1,623715
12-111247,1,623716
12-111246,1,623717
12-111245,1,623718
12-111244,1,623719
12-111344,1,623720
12-111346,1,623721
12-111488,1,623722
12-111439,1,623723
12-111453,1,623724
12-111452,1,623725
12-111451,1,623726
12-111450,1,623727
12-111449,1,623728
12-111448,1,623729
12-111447,1,623730
12-111446,1,623731
12-111445,1,623732
12-111444,1,623733
12-111443,1,623734
12-111442,1,623735
12-111441,1,623736
12-111440,1,623737
12-111438,1,623738
12-111420,1,623739
12-111437,1,623740
12-111436,1,623741
12-111435,1,623742
12-111433,1,623743
12-111432,1,623744
12-111431,1,623745
12-111430,1,623746
12-111429,1,623747
12-111428,1,623748
12-111427,1,623749
12-111426,1,623750
12-111425,1,623751
12-111424,1,623752
12-111422,1,623753
12-111454,1,623754
12-111455,1,623755
12-111456,1,623756
12-111457,1,623757
12-111487,1,623758
12-111486,1,623759
12-111485,1,623760
12-111484,1,623761
12-111483,1,623762
12-111482,1,623763
12-111481,1,623764
12-111480,1,623765
12-111479,1,623766
12-111478,1,623767
12-111477,1,623768
12-111476,1,623769
12-111475,1,623770
12-111474,1,623771
12-111473,1,623772
12-111472,1,623773
12-111470,1,623774
12-111469,1,623775
12-111468,1,623776
12-111467,1,623777
12-111466,1,623778
12-111465,1,623779
12-111464,1,623780
12-111463,1,623781
12-111462,1,623782
12-111461,1,623783
12-111460,1,623784
12-111459,1,623785
12-111458,1,623786
12-111421,1,623787
12-111419,1,623788
12-111347,1,623789
12-111366,1,623790
12-111380,1,623791
12-111379,1,623792
12-111378,1,623793
12-111377,1,623794
12-111376,1,623795
12-111375,1,623796
12-111374,1,623797
12-111373,1,623798
12-111372,1,623799
12-111371,1,623800
12-111370,1,623801
12-111369,1,623802
12-111368,1,623803
12-111367,1,623804
12-111365,1,623805
12-111418,1,623806
12-111364,1,623807
12-111362,1,623808
12-111361,1,623809
12-111360,1,623810
12-111359,1,623811
12-111358,1,623812
12-111357,1,623813
12-111356,1,623814
12-111354,1,623815
12-111353,1,623816
12-111352,1,623817
12-111351,1,623818
12-111349,1,623819
12-111348,1,623820
12-111381,1,623821
12-111382,1,623822
12-111383,1,623823
12-111384,1,623824
12-111417,1,623825
12-111416,1,623826
12-111414,1,623827
12-111413,1,623828
12-111412,1,623829
12-111411,1,623830
12-111410,1,623831
12-111409,1,623832
12-111408,1,623833
12-111407,1,623834
12-111406,1,623835
12-111405,1,623836
12-111404,1,623837
12-111403,1,623838
12-111402,1,623839
12-111401,1,623840
12-111400,1,623841
12-111399,1,623842
12-111398,1,623843
12-111397,1,623844
12-111395,1,623845
12-111394,1,623846
12-111393,1,623847
12-111392,1,623848
12-111391,1,623849
12-111390,1,623850
12-111389,1,623851
12-111388,1,623852
12-111387,1,623853
12-111764,1,623854
12-111766,1,623855
12-112323,1,623856
12-112131,1,623857
12-112146,1,623858
12-112145,1,623859
12-112144,1,623860
12-112143,1,623861
12-112142,1,623862
12-112141,1,623863
12-112140,1,623864
12-112138,1,623865
12-112137,1,623866
12-112136,1,623867
12-112135,1,623868
12-112134,1,623869
12-112133,1,623870
12-112132,1,623871
12-112130,1,623872
12-112113,1,623873
12-112129,1,623874
12-112128,1,623875
12-112127,1,623876
12-112126,1,623877
12-112125,1,623878
12-112124,1,623879
12-112123,1,623880
12-112122,1,623881
12-112121,1,623882
12-112120,1,623883
12-112119,1,623884
12-112117,1,623885
12-112116,1,623886
12-112115,1,623887
12-112147,1,623888
12-112148,1,623889
12-112149,1,623890
12-112150,1,623891
12-112182,1,623892
12-112181,1,623893
12-112180,1,623894
12-112179,1,623895
12-112178,1,623896
12-112177,1,623897
12-112176,1,623898
12-112175,1,623899
12-112173,1,623900
12-112172,1,623901
12-112171,1,623902
12-112170,1,623903
12-112168,1,623904
12-112167,1,623905
12-112166,1,623906
12-112165,1,623907
12-112164,1,623908
12-112163,1,623909
12-112162,1,623910
12-112160,1,623911
12-112159,1,623912
12-112158,1,623913
12-112157,1,623914
12-112156,1,623915
12-112155,1,623916
12-112154,1,623917
12-112153,1,623918
12-112152,1,623919
12-112151,1,623920
12-112114,1,623921
12-112112,1,623922
12-112184,1,623923
12-112061,1,623924
12-112076,1,623925
12-112075,1,623926
12-112074,1,623927
12-112073,1,623928
12-112072,1,623929
12-112071,1,623930
12-112070,1,623931
12-112069,1,623932
12-112068,1,623933
12-112067,1,623934
12-112066,1,623935
12-112064,1,623936
12-112063,1,623937
12-112062,1,623938
12-112060,1,623939
12-112111,1,623940
12-112059,1,623941
12-112058,1,623942
12-112057,1,623943
12-112056,1,623944
12-112055,1,623945
12-112054,1,623946
12-112053,1,623947
12-112052,1,623948
12-112051,1,623949
12-112050,1,623950
12-112049,1,623951
12-112048,1,623952
12-112047,1,623953
12-112046,1,623954
12-112077,1,623955
12-112078,1,623956
12-112079,1,623957
12-112080,1,623958
12-112110,1,623959
12-112109,1,623960
12-112108,1,623961
12-112107,1,623962
12-112106,1,623963
12-112105,1,623964
12-112104,1,623965
12-112103,1,623966
12-112102,1,623967
12-112101,1,623968
12-112100,1,623969
12-112099,1,623970
12-112098,1,623971
12-112097,1,623972
12-112096,1,623973
12-112095,1,623974
12-112094,1,623975
12-112093,1,623976
12-112092,1,623977
12-112091,1,623978
12-112090,1,623979
12-112088,1,623980
12-112087,1,623981
12-112086,1,623982
12-112085,1,623983
12-112084,1,623984
12-112083,1,623985
12-112082,1,623986
12-112081,1,623987
12-112183,1,623988
12-112185,1,623989
12-112044,1,623990
12-112274,1,623991
12-112288,1,623992
12-112287,1,623993
12-112286,1,623994
12-112285,1,623995
12-112284,1,623996
12-112283,1,623997
12-112282,1,623998
12-112281,1,623999
12-112280,1,624000
12-112279,1,624001
12-112278,1,624002
12-112277,1,624003
12-112276,1,624004
12-112275,1,624005
12-112273,1,624006
12-112256,1,624007
12-112272,1,624008
12-112271,1,624009
12-112270,1,624010
12-112269,1,624011
12-112268,1,624012
12-112267,1,624013
12-112266,1,624014
12-112265,1,624015
12-112264,1,624016
12-112263,1,624017
12-112262,1,624018
12-112261,1,624019
12-112260,1,624020
12-112259,1,624021
12-112289,1,624022
12-112290,1,624023
12-112291,1,624024
12-112292,1,624025
12-112322,1,624026
12-112320,1,624027
12-112319,1,624028
12-112318,1,624029
12-112317,1,624030
12-112316,1,624031
12-112315,1,624032
12-112314,1,624033
12-112313,1,624034
12-112312,1,624035
12-112311,1,624036
12-112310,1,624037
12-112309,1,624038
12-112308,1,624039
12-112307,1,624040
12-112306,1,624041
12-112305,1,624042
12-112304,1,624043
12-112303,1,624044
12-112302,1,624045
12-112301,1,624046
12-112300,1,624047
12-112299,1,624048
12-112298,1,624049
12-112297,1,624050
12-112296,1,624051
12-112295,1,624052
12-112294,1,624053
12-112293,1,624054
12-112257,1,624055
12-112255,1,624056
12-112186,1,624057
12-112203,1,624058
12-112217,1,624059
12-112216,1,624060
12-112215,1,624061
12-112214,1,624062
12-112213,1,624063
12-112212,1,624064
12-112211,1,624065
12-112210,1,624066
12-112209,1,624067
12-112208,1,624068
12-112207,1,624069
12-112206,1,624070
12-112205,1,624071
12-112204,1,624072
12-112202,1,624073
12-112253,1,624074
12-112201,1,624075
12-112200,1,624076
12-112199,1,624077
12-112198,1,624078
12-112197,1,624079
12-112196,1,624080
12-112195,1,624081
12-112194,1,624082
12-112193,1,624083
12-112192,1,624084
12-112190,1,624085
12-112189,1,624086
12-112188,1,624087
12-112187,1,624088
12-112218,1,624089
12-112219,1,624090
12-112221,1,624091
12-112222,1,624092
12-112252,1,624093
